# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:26:53 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_insol desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_kepmag:      Kepler Magnitude
#
pl_name,hostname,disposition,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_trandur,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_kepmag
K2-117 b,K2-117,CONFIRMED,1.29150500,0.019000,1.960,145.80,,,3842.12,0.49,0.58,,,101.6320000,13.905
K2-89 b,K2-89,CONFIRMED,1.09597900,0.017000,1.080,144.40,,,3677.00,0.54,0.53,,4.71,86.0386000,13.307
EPIC 220209578.01,EPIC 220209578,CANDIDATE,8.90003342,,15.126,144.38,884,1.8542477,5854.00,1.00,,,4.46,830.2210000,14.376
K2-27 b,K2-27,CONFIRMED,6.77134110,,5.080,144.17,965,2.8360000,5231.00,0.89,,,4.49,249.6450000,12.428
K2-55 b,K2-55,CONFIRMED,2.84927400,0.035000,4.380,141.30,,,4299.98,0.72,0.69,,,159.5220000,13.087
K2-105 b,K2-105,CONFIRMED,8.26695890,,3.448,140.12,958,3.3280000,5411.10,0.92,,,4.49,197.9890000,11.687
K2-63 c,K2-63,CONFIRMED,25.45560000,0.189000,3.900,139.00,,4.2400000,6771.00,1.63,1.40,,4.15,517.5340000,12.703
K2-75 c,K2-75,CONFIRMED,18.31100000,0.142900,2.770,138.00,,6.4200000,5995.00,1.56,1.16,,4.12,561.9300000,12.566
K2-130 b,K2-130,CONFIRMED,2.49412000,0.032000,1.250,136.40,,,4356.47,0.74,0.70,,,118.0110000,12.283
K2-38 c,K2-38,CONFIRMED,10.56103000,0.095900,2.490,135.30,949,,5705.00,1.14,1.05,0.235,,192.6900000,11.210
K2-8 c,K2-8,CONFIRMED,5.06408000,0.054500,2.440,135.00,,1.7000000,5147.00,0.80,0.84,,4.56,403.5130000,14.384
K2-403 b,K2-403,CONFIRMED,33.59202550,,9.884,134.88,949,6.3850000,5468.00,0.91,,,4.50,246.5990000,12.124
EPIC 247223703.01,EPIC 247223703,CANDIDATE,3.17640000,0.037700,0.953,133.98,,,4434.00,0.74,0.86,-0.087,4.63,258.0330000,14.310
K2-348 b,K2-348,CONFIRMED,4.68863420,,3.361,133.08,946,2.6510000,4954.00,0.87,,,4.47,201.8560000,12.482
K2-38 c,K2-38,CONFIRMED,10.56098000,0.096700,2.410,132.00,,2.3800000,5758.00,1.12,1.08,,4.36,192.6900000,11.210
K2-35 b,K2-35,CONFIRMED,2.39991000,0.030600,1.080,132.00,,1.7400000,4426.00,0.60,0.66,,4.70,252.5960000,13.917
K2-37 c,K2-37,CONFIRMED,6.42904000,0.065400,2.750,130.30,861,3.1270000,5413.00,0.85,0.90,-0.030,4.52,179.9430000,12.241
K2-38 c,K2-38,CONFIRMED,10.56103000,0.096400,2.420,128.30,858,2.5330000,5757.00,1.10,1.07,0.280,4.35,192.6900000,11.210
K2-117 b,K2-117,CONFIRMED,1.29159723,,2.101,127.30,857,1.1548805,3689.00,0.51,,,4.72,101.6320000,13.905
K2-261 b,K2-261,CONFIRMED,11.63321270,,10.264,126.95,935,5.0810000,5287.70,1.73,,,3.88,213.2830000,10.451
K2-121 b,K2-121,CONFIRMED,5.18576800,,7.504,126.88,935,2.3560000,4664.80,0.65,,,4.68,169.3980000,12.935
EPIC 251294036.01,EPIC 251294036,CANDIDATE,6.85484646,,15.655,126.51,855,1.5226064,4797.50,1.06,,,4.28,414.8450000,13.636
K2-275 b,K2-275,CONFIRMED,3.28095980,,2.037,126.31,933,1.8970000,4783.60,0.74,,,4.59,123.4380000,11.753
K2-19 b,K2-19,CONFIRMED,7.91940000,0.074000,7.740,125.90,854,3.5020000,5430.00,0.86,0.93,0.100,4.63,289.8270000,12.806
K2-7 b,K2-7,CONFIRMED,28.67770000,0.186400,4.120,125.00,,7.3600000,5715.00,2.13,1.05,,3.82,738.5530000,13.054
K2-117 b,K2-117,CONFIRMED,1.29156300,0.018800,2.030,123.60,,,3676.00,0.51,0.53,-0.220,4.75,101.6320000,13.905
K2-388 b,K2-388,CONFIRMED,6.33926770,,3.920,120.00,922,3.0200000,5289.00,0.93,,,4.46,290.4950000,12.614
K2-46 b,K2-46,CONFIRMED,19.15410000,0.138210,2.050,119.00,,6.7300000,6256.00,1.29,0.96,,4.20,449.2370000,11.995
K2-284 b,K2-284,CONFIRMED,4.79486420,,3.398,118.64,919,2.2450000,4072.00,0.65,,,4.62,107.2720000,12.811
K2-58 b,K2-58,CONFIRMED,7.05254000,0.069200,2.680,118.00,,1.8990000,5413.00,0.86,0.89,,4.52,181.7460000,12.150
K2-38 c,K2-38,CONFIRMED,10.56103000,0.095140,2.290,117.00,916,,5731.00,1.06,1.03,0.260,4.38,192.6900000,11.210
K2-199 b,K2-199,CONFIRMED,3.22539930,0.038200,1.730,116.20,913,2.0170000,4491.00,0.68,0.71,-0.010,,107.5180000,11.930
K2-27 b,K2-27,CONFIRMED,6.77131500,0.067020,4.480,116.00,902,,5248.00,0.89,0.87,0.130,4.48,249.6450000,12.428
K2-55 b,K2-55,CONFIRMED,2.84928200,,4.753,115.31,912,1.9070000,4279.00,0.74,,,4.53,159.5220000,13.087
HIP 41378 b,HIP 41378,CONFIRMED,15.57185520,,2.443,115.21,912,4.9310000,6352.33,1.31,,,4.31,106.2890000,9.128
K2-55 b,K2-55,CONFIRMED,2.84925800,0.034860,3.820,115.00,,2.0060000,4456.00,0.63,0.70,,4.67,159.5220000,13.087
K2-330 b,K2-330,CONFIRMED,13.77483610,,2.677,114.93,912,4.4540000,6266.98,1.47,,,4.19,160.1250000,9.709
K2-97 b,K2-97,CONFIRMED,8.40715910,,10.125,114.15,910,5.0020000,4642.60,4.71,,,,878.4300000,12.409
K2-22 b,K2-22,CONFIRMED,1.14320100,0.016040,3.000,114.00,,0.6510000,3865.00,0.38,0.42,,4.89,243.8360000,14.928
EPIC 212178066.01,HIP 42403,CANDIDATE,15.61136333,,2.903,111.97,830,3.2002615,6061.77,1.23,,,4.31,35.2600000,6.793
EPIC 247560727.01,EPIC 247560727,CANDIDATE,3.37330000,0.027900,1.584,109.44,,,5634.00,0.78,0.69,-0.130,4.49,684.2000000,15.164
EPIC 210708830.01,EPIC 210708830,CANDIDATE,5.74080000,0.062700,1.067,107.35,,,5342.00,0.76,1.07,0.015,4.70,264.5270000,13.262
K2-127 b,K2-127,CONFIRMED,3.58816500,0.041000,8.660,105.60,,,4387.84,0.68,0.70,,,709.9990000,14.733
EPIC 220471100.01,EPIC 220471100,FALSE POSITIVE,7.32740000,0.076000,2.123,104.43,,,5197.00,0.96,1.36,0.108,4.61,538.3490000,14.205
K2-333 b,K2-333,CONFIRMED,14.75650149,,5.740,102.13,811,4.9375033,5790.70,1.20,,,4.30,343.9900000,11.982
K2-45 b,K2-45,CONFIRMED,1.72926840,0.022400,6.710,100.00,,1.6890000,4103.00,0.45,0.50,,4.82,495.3170000,15.319
K2-32 b,K2-32,CONFIRMED,8.99213000,0.081100,5.620,100.00,,3.4860000,5428.00,0.92,0.88,,4.45,157.6820000,12.005
TRAPPIST-1 b,TRAPPIST-1,CONFIRMED,1.51094471,,1.204,98.19,803,0.6401499,5780.00,0.11,,,5.28,,12.917
K2-64 b,K2-64,CONFIRMED,6.53044000,0.061900,2.070,98.00,,3.0600000,5312.00,0.73,0.74,,4.58,499.8910000,13.894
K2-295 b,K2-295,CONFIRMED,4.02487350,,11.679,97.86,876,2.3840000,4492.00,0.75,,,4.52,232.8010000,13.539
K2-8 c,K2-8,CONFIRMED,5.06416000,0.053200,2.410,97.80,801,2.0800000,4870.00,0.74,0.78,-0.020,4.52,403.5130000,14.384
K2-36 c,K2-36,CONFIRMED,5.34072000,0.055740,2.650,97.80,,1.1530000,4953.00,0.75,0.81,,4.60,109.7490000,11.531
K2-222 b,K2-222,CONFIRMED,15.38857000,0.120600,2.350,96.00,871,,5942.00,1.11,0.99,-0.315,,101.3210000,9.443
K2-19 c,K2-19,CONFIRMED,11.90724000,0.101700,4.930,96.00,,3.8230000,5748.00,1.01,0.99,,4.43,289.8270000,12.806
K2-174 b,K2-174,CONFIRMED,19.56243630,,3.327,95.77,871,6.5910000,4246.80,0.76,,,4.50,99.9293000,12.034
K2-122 b,K2-122,CONFIRMED,2.21931500,0.028800,1.220,95.70,,,3903.00,0.61,0.64,0.370,4.68,72.0444000,12.466
EPIC 248639411.01,EPIC 248639411,CANDIDATE,3.57750100,,3.300,95.46,870,1.6620000,4642.10,0.87,,,4.43,245.3020000,13.164
K2-36 c,K2-36,CONFIRMED,5.34059000,0.055500,2.800,93.60,793,1.2670000,4924.00,0.74,0.80,-0.030,4.65,109.7490000,11.531
K2-138 e,K2-138,CONFIRMED,8.26144000,0.078070,3.290,91.10,,3.0630000,5378.00,0.86,0.93,0.160,4.59,202.5850000,12.069
K2-36 c,K2-36,CONFIRMED,5.34088800,0.054000,3.200,90.00,788,1.3536000,4916.00,0.72,0.79,-0.090,4.62,109.7490000,11.531
K2-121 b,K2-121,CONFIRMED,5.18575400,0.052000,9.120,89.50,,,4471.38,0.77,0.71,,,169.3980000,12.935
K2-36 c,K2-36,CONFIRMED,5.34088800,0.055280,3.200,89.00,854,,4916.00,0.72,0.79,,,109.7490000,11.531
HD 3167 d,HD 3167,CONFIRMED,8.50900000,0.077570,,88.90,,,5261.00,0.86,0.86,0.040,4.47,47.2899000,8.945
K2-19 b,K2-19,CONFIRMED,7.91778553,,6.593,88.71,783,3.1506390,5322.00,0.84,,,4.55,289.8270000,12.806
K2-19 b,K2-19,CONFIRMED,7.91945400,0.077000,7.230,87.70,,,5230.00,0.88,0.89,0.380,4.52,289.8270000,12.806
K2-222 b,K2-222,CONFIRMED,15.39488588,,2.284,87.06,779,3.6822029,6101.00,1.06,,,4.45,101.3210000,9.443
K2-24 b,K2-24,CONFIRMED,20.88526000,0.157700,7.070,87.00,,5.4980000,5717.00,1.51,1.20,,4.16,170.5620000,11.648
V1298 Tau d,V1298 Tau,CONFIRMED,12.40320000,0.108300,6.410,85.00,845,5.5900000,,1.34,1.10,,,108.1990000,10.514
K2-87 b,K2-87,CONFIRMED,9.72739000,0.087600,4.600,85.00,,4.2400000,5406.00,0.93,0.95,,4.47,491.2420000,13.691
K2-271 b,K2-271,CONFIRMED,8.56232650,,7.637,83.45,842,3.1800000,5545.30,1.02,,,4.41,564.4540000,13.640
K2-77 b,K2-77,CONFIRMED,8.20075000,0.076000,2.470,83.00,,2.4690000,5297.00,0.83,0.87,,4.54,141.7310000,11.896
HD 106315 c,HD 106315,CONFIRMED,21.05760000,0.152600,3.950,83.00,,4.6930000,6290.00,1.18,1.07,-0.240,4.29,109.3530000,9.234
K2-32 b,K2-32,CONFIRMED,8.99218000,0.080800,5.380,82.90,769,3.6930000,5315.00,0.87,0.87,0.000,4.43,157.6820000,12.005
K2-90 c,K2-90,CONFIRMED,2.90070600,0.035000,1.300,80.80,,,4421.98,0.63,0.70,,,134.1880000,13.723
K2-122 b,K2-122,CONFIRMED,2.21940500,0.029000,1.280,79.90,,,3993.36,0.59,0.63,,,72.0444000,12.466
K2-116 b,K2-116,CONFIRMED,4.65541100,0.048000,0.690,78.60,,,4348.35,0.67,0.69,,,49.3855000,10.310
K2-89 b,K2-89,CONFIRMED,1.09602600,0.014620,0.615,78.00,,0.8950000,3691.00,0.32,0.35,,4.96,86.0386000,13.307
K2-86 b,K2-86,CONFIRMED,8.77683000,0.077000,1.960,78.00,,2.7500000,5482.00,0.76,0.79,,4.58,258.6990000,12.801
K2-138 e,K2-138,CONFIRMED,8.26147000,0.079200,3.110,77.79,757,2.9670000,5283.00,0.84,0.92,0.134,4.54,202.5850000,12.069
K2-32 b,K2-32,CONFIRMED,8.99213000,0.080360,5.130,77.70,817,,5275.00,0.84,0.86,-0.020,4.49,157.6820000,12.005
K2-19 c,K2-19,CONFIRMED,11.90715000,0.097100,4.860,73.10,745,4.3710000,5430.00,0.86,0.93,0.100,4.63,289.8270000,12.806
GJ 9827 c,GJ 9827,CONFIRMED,3.64809600,0.039250,1.241,73.00,813,,4305.00,0.60,0.61,-0.260,,29.6610000,10.277
K2-414 b,K2-414,CONFIRMED,4.36960000,0.048700,1.219,72.11,,,4343.00,0.73,0.81,-0.102,4.62,260.0360000,13.977
GJ 9827 c,GJ 9827,CONFIRMED,3.64808300,0.039420,1.269,72.00,811,1.8264000,4269.00,0.61,0.61,-0.500,4.65,29.6610000,10.277
K2-35 c,K2-35,CONFIRMED,5.60912000,0.056400,2.090,70.10,737,2.0500000,4680.00,0.72,0.76,0.040,4.56,252.5960000,13.917
EPIC 220674823 c,EPIC 220674823,CONFIRMED,13.33970000,0.108300,2.836,70.00,805,,5532.00,0.99,0.95,0.110,,244.5900000,11.958
EPIC 229004835 b,EPIC 229004835,CONFIRMED,16.14113200,0.123700,2.332,69.70,804,,5868.00,1.00,0.97,-0.120,,121.9710000,10.151
Wolf 503 b,Wolf 503,CONFIRMED,6.00118000,0.057100,2.030,69.60,805,1.3210000,4716.00,0.69,0.69,-0.470,4.62,44.5260000,9.945
K2-413 c,K2-413,CONFIRMED,5.33010000,0.042600,1.233,69.53,,,4116.00,0.70,0.81,-0.205,4.66,285.1620000,14.557
K2-128 b,K2-128,CONFIRMED,5.67581900,0.056000,1.420,68.80,,,4469.51,0.78,0.71,,,114.6370000,12.256
K2-321 b,K2-321,CONFIRMED,2.29801434,,2.033,68.55,734,1.0268160,3650.00,0.59,,,4.66,77.6888000,12.840
K2-35 c,K2-35,CONFIRMED,5.60835200,0.055000,1.930,68.00,,,4402.71,0.62,0.70,,,252.5960000,13.917
EPIC 212138198.01,EPIC 212138198,CANDIDATE,3.20920330,,6.339,67.63,,0.6770000,5060.50,0.91,,,,238.7750000,12.902
K2-233 c,K2-233,CONFIRMED,7.06142000,0.066870,1.335,67.10,728,2.6500000,4950.00,0.74,0.80,0.070,4.71,67.5062000,10.422
K2-292 b,K2-292,CONFIRMED,16.98410000,0.130000,2.630,67.00,795,3.6600000,5725.00,1.09,1.00,0.070,4.33,114.2930000,9.782
K2-180 b,K2-180,CONFIRMED,8.86650000,0.075000,2.242,67.00,729,2.9800000,5110.00,0.69,0.71,-0.650,4.30,203.8960000,12.393
K2-138 e,K2-138,CONFIRMED,8.26166160,,3.310,66.26,794,2.8620000,5281.00,0.86,,,4.53,202.5850000,12.069
K2-62 b,K2-62,CONFIRMED,6.67202000,0.063600,2.140,66.00,,1.4100000,4880.00,0.73,0.77,,4.60,112.4670000,12.045
EPIC 228720681.01,EPIC 228720681,CANDIDATE,15.78157906,,11.768,65.89,727,3.9993972,5780.00,1.00,,,4.44,696.6950000,13.763
Wolf 503 b,Wolf 503,CONFIRMED,6.00127000,0.057120,2.043,64.70,789,,4716.00,0.69,0.69,-0.470,,44.5260000,9.945
EPIC 220674823 c,EPIC 220674823,CONFIRMED,13.33870000,0.107100,2.770,64.00,722,3.5000000,5496.00,0.95,0.92,0.060,4.42,244.5900000,11.958
K2-285 c,K2-285,CONFIRMED,7.13856720,,3.605,63.80,787,2.4640000,5144.50,0.77,,,4.60,154.9610000,11.665
K2-81 b,K2-81,CONFIRMED,6.10232500,0.059000,1.970,62.90,,,4674.13,0.63,0.75,,,252.3180000,13.927
K2-104 b,K2-104,CONFIRMED,1.97423800,0.023000,1.960,62.10,,,3546.46,0.49,0.43,,,189.2890000,15.149
K2-70 b,K2-70,CONFIRMED,13.97896000,0.111200,2.890,62.00,,3.5200000,5622.00,0.93,0.94,,4.48,232.9640000,12.770
K2-24 b,K2-24,CONFIRMED,20.88508000,0.154200,5.830,60.10,709,5.8810000,5743.00,1.21,1.12,0.420,4.29,170.5620000,11.648
K2-24 b,K2-24,CONFIRMED,20.88510000,0.154000,5.680,60.00,767,5.4800000,5743.00,1.21,1.12,0.420,4.29,170.5620000,11.648
K2-74 b,K2-74,CONFIRMED,19.56660000,0.140200,2.310,59.10,,5.1200000,6060.00,0.98,0.96,,4.44,377.8220000,12.430
K2-90 c,K2-90,CONFIRMED,2.90032000,0.032800,1.020,59.00,,1.2700000,4136.00,0.49,0.56,,4.79,134.1880000,13.723
K2-49 b,K2-49,CONFIRMED,2.77065000,0.030900,1.930,59.00,,2.3070000,4175.00,0.45,0.51,,4.81,457.1250000,15.288
GJ 9827 c,GJ 9827,CONFIRMED,3.64823000,0.042900,1.240,59.00,771,1.8250000,4219.00,0.62,0.64,-0.290,4.66,29.6610000,10.277
EPIC 247744801.01,EPIC 247744801,CANDIDATE,12.50500000,0.103400,1.673,58.96,,,5214.00,0.97,1.03,0.028,4.47,375.1710000,13.827
EPIC 210945680.01,EPIC 210945680,CANDIDATE,20.59490000,0.147700,1.510,58.55,,,5969.00,1.06,0.99,0.115,4.39,227.1240000,11.318
K2-77 b,K2-77,CONFIRMED,8.19979600,,2.300,58.00,,2.4000000,4970.00,0.76,0.80,0.290,4.47,141.7310000,11.896
K2-154 b,K2-154,CONFIRMED,3.67635000,0.040800,2.230,57.50,,,3978.00,0.65,0.67,0.190,4.64,129.3560000,13.351
K2-79 b,K2-79,CONFIRMED,21.99036194,,4.603,56.47,699,3.8732381,5294.00,1.33,,,4.15,256.0110000,11.801
K2-414 c,K2-414,CONFIRMED,6.66900000,0.055200,1.929,56.13,,,4343.00,0.73,0.81,-0.102,4.62,260.0360000,13.977
K2-91 b,K2-91,CONFIRMED,1.41960400,0.018000,1.220,56.10,,,3488.90,0.32,0.38,,,62.5785000,14.464
HIP 41378 c,HIP 41378,CONFIRMED,31.71802083,,2.300,55.62,697,2.3326321,6352.33,1.31,,,4.31,106.2890000,9.128
K2-119 b,K2-119,CONFIRMED,7.72857800,0.070000,2.290,54.90,,,4752.80,0.68,0.76,,,365.5810000,14.489
K2-10 b,K2-10,CONFIRMED,19.30370000,0.137000,4.370,54.10,,3.7770000,5581.00,1.08,0.92,,4.33,272.3600000,12.296
K2-180 b,K2-180,CONFIRMED,8.86528861,,4.285,53.99,691,3.2904518,5368.00,0.70,,,4.72,203.8960000,12.393
EPIC 205979483.01,EPIC 205979483,FALSE POSITIVE,12.42920000,0.097400,1.113,53.84,,,5414.00,0.81,0.94,-0.028,4.59,279.7520000,12.767
EPIC 249893012 d,EPIC 249893012,CONFIRMED,35.74700000,0.220000,3.940,53.00,752,9.5600000,5430.00,1.71,1.05,0.200,3.99,321.2960000,11.364
K2-53 b,K2-53,CONFIRMED,12.20540000,0.097500,2.500,52.50,,3.6400000,5269.00,0.85,0.83,,4.49,138.0180000,11.888
K2-8 b,K2-8,CONFIRMED,10.35350000,0.087700,3.320,52.00,,2.4300000,5147.00,0.80,0.84,,4.56,403.5130000,14.384
K2-37 d,K2-37,CONFIRMED,14.09190000,0.110200,2.590,51.60,,2.6500000,5512.00,0.87,0.90,,4.51,179.9430000,12.241
HIP 116454 b,HIP 116454,CONFIRMED,9.09490000,0.077650,2.530,51.40,745,,5089.00,0.72,0.76,-0.160,,62.4491000,9.507
K2-138 f,K2-138,CONFIRMED,12.75759000,0.104300,2.810,51.00,,3.1900000,5378.00,0.86,0.93,0.160,4.59,202.5850000,12.069
EPIC 211546613.01,EPIC 211546613,CANDIDATE,2.00745283,,7.164,50.63,680,0.9340475,3449.00,0.49,,,4.75,272.6400000,15.982
K2-285 c,K2-285,CONFIRMED,7.13804800,0.082400,3.530,50.35,741,2.5200000,4975.00,0.79,0.83,0.000,4.40,154.9610000,11.665
EPIC 228707509.01,EPIC 228707509,CANDIDATE,15.32811688,,16.407,49.02,675,4.1138054,5417.00,0.94,,,4.46,858.1450000,14.806
K2-43 b,K2-43,CONFIRMED,3.47114000,0.037840,4.130,49.00,,1.9700000,3939.00,0.57,0.60,,4.70,182.5360000,14.887
K2-19 c,K2-19,CONFIRMED,11.90701000,0.103200,4.210,48.80,,,5230.00,0.88,0.89,0.380,4.52,289.8270000,12.806
K2-148 b,K2-148,CONFIRMED,4.38395000,0.045400,1.330,48.80,,,4079.00,0.63,0.65,-0.110,4.65,124.4580000,12.975
K2-133 d,K2-133,CONFIRMED,11.02488210,,2.468,48.33,734,2.9170000,3798.00,0.46,,,4.77,75.1703000,13.327
K2-15 b,K2-15,CONFIRMED,11.80970000,0.094600,2.840,48.00,,2.5200000,5314.00,0.78,0.81,,4.57,493.9920000,14.403
K2-16 b,K2-16,CONFIRMED,7.61856000,0.066960,1.960,47.70,,2.2400000,4800.00,0.67,0.69,,4.63,334.9670000,14.298
K2-114 b,K2-114,CONFIRMED,11.39095559,,11.162,46.90,667,3.7913603,5027.00,0.88,,,4.52,475.7580000,14.286
K2-43 b,K2-43,CONFIRMED,3.47134100,0.038000,4.750,46.40,,,3889.72,0.59,0.60,,,182.5360000,14.887
K2-91 b,K2-91,CONFIRMED,1.41954900,0.016400,1.100,46.00,,0.9450000,3622.00,0.28,0.29,,5.00,62.5785000,14.464
K2-37 d,K2-37,CONFIRMED,14.09189000,0.110300,2.730,45.70,663,2.9670000,5413.00,0.85,0.90,-0.030,4.52,179.9430000,12.241
K2-329 b,K2-329,CONFIRMED,12.45512250,0.101600,8.676,45.70,650,3.6210000,5282.00,0.82,0.90,0.098,4.57,233.2370000,12.463
K2-65 b,K2-65,CONFIRMED,12.64750000,0.101400,1.580,45.00,,3.4300000,5213.00,0.84,0.87,,4.53,,10.396
K2-16 b,K2-16,CONFIRMED,7.61880000,0.066700,2.020,44.50,658,2.4870000,4742.00,0.66,0.68,-0.330,4.51,334.9670000,14.298
K2-42 b,K2-42,CONFIRMED,6.68796000,0.061700,2.150,44.10,,3.0400000,4613.00,0.64,0.70,,4.66,396.9130000,14.632
K2-81 b,K2-81,CONFIRMED,6.10224000,0.057900,1.820,44.00,,2.1500000,4530.00,0.63,0.70,,4.67,252.3180000,13.927
K2-138 f,K2-138,CONFIRMED,12.75758000,0.106400,2.730,43.02,653,3.2430000,5283.00,0.84,0.92,0.134,4.54,202.5850000,12.069
K2-284 b,K2-284,CONFIRMED,4.79506900,0.047710,2.780,42.60,653,2.1470000,4140.00,0.61,0.63,0.000,4.67,107.2720000,12.811
K2-35 c,K2-35,CONFIRMED,5.60906000,0.053900,1.690,42.00,,1.9000000,4426.00,0.60,0.66,,4.70,252.5960000,13.917
EPIC 206461841.01,EPIC 206461841,CANDIDATE,10.44040000,0.082800,0.674,41.74,,,4893.00,0.75,0.80,0.040,4.60,100.6940000,10.891
K2-83 b,K2-83,CONFIRMED,2.74697000,0.030140,1.244,41.50,,1.6640000,3910.00,0.42,0.48,,4.86,125.5290000,13.844
EPIC 245944983.01,EPIC 245944983,CANDIDATE,5.13927560,,2.174,41.31,706,2.4260000,4014.00,0.71,,,4.53,139.3710000,12.738
K2-68 b,K2-68,CONFIRMED,8.05428000,0.070800,1.580,41.00,,2.7200000,4746.00,0.68,0.73,,4.63,168.6520000,12.597
K2-114 b,K2-114,CONFIRMED,11.39093110,0.094300,10.447,40.00,701,3.9700000,4920.00,0.82,0.86,0.410,4.54,475.7580000,14.286
EPIC 205947161.01,EPIC 205947161,CANDIDATE,17.72567730,,15.461,39.27,697,1.6290000,6010.00,1.63,,,4.06,338.4910000,11.160
K2-141 c,K2-141,CONFIRMED,7.74850000,0.068300,7.000,39.10,695,,4570.00,0.68,0.71,0.000,,61.8736000,10.619
K2-43 b,K2-43,CONFIRMED,3.47114221,,4.835,38.86,637,2.5012670,3696.00,0.56,,,4.68,182.5360000,14.887
K2-83 b,K2-83,CONFIRMED,2.74722700,0.032000,1.710,38.80,,,3875.75,0.55,0.59,,,125.5290000,13.844
K2-199 c,K2-199,CONFIRMED,7.37448970,0.066200,2.850,38.60,694,2.4520000,4491.00,0.68,0.71,-0.010,,107.5180000,11.930
K2-77 b,K2-77,CONFIRMED,8.20007860,,2.414,38.40,693,2.3930000,4865.60,0.79,,,4.54,141.7310000,11.896
K2-59 c,K2-59,CONFIRMED,11.29540000,0.090500,2.300,38.30,,1.7500000,5055.00,0.73,0.77,,4.59,311.3130000,13.869
EPIC 248527709.01,EPIC 248527709,CANDIDATE,5.75194750,,2.964,37.77,690,2.4280000,4181.80,0.84,,,4.40,157.6560000,12.916
K2-8 b,K2-8,CONFIRMED,10.35239000,0.085600,3.580,37.70,631,3.3620000,4870.00,0.74,0.78,-0.020,4.52,403.5130000,14.384
K2-344 b,K2-344,CONFIRMED,3.35572190,,1.915,37.30,688,1.5990000,3807.00,0.56,,,4.68,75.1691000,12.731
K2-165 d,K2-165,CONFIRMED,14.06660141,,3.191,37.08,629,2.7078373,5141.67,0.84,,,4.53,134.5910000,11.415
WASP-107 b,WASP-107,CONFIRMED,5.72226000,,12.843,37.03,687,2.6480000,4233.20,0.73,,,4.64,64.7414000,11.243
GJ 9827 d,GJ 9827,CONFIRMED,6.20147000,0.055900,2.022,36.00,681,,4305.00,0.60,0.61,-0.260,,29.6610000,10.277
EPIC 211319779.01,EPIC 211319779,CANDIDATE,13.82400780,,2.382,35.73,681,3.5120000,5129.00,0.71,,,4.67,207.6180000,12.640
GJ 9827 d,GJ 9827,CONFIRMED,6.20146700,0.056150,2.070,35.60,680,1.2264000,4269.00,0.61,0.61,-0.500,4.65,29.6610000,10.277
K2-126 b,K2-126,CONFIRMED,7.38707300,0.066000,1.840,35.30,,,4367.83,0.62,0.70,,,102.9530000,12.445
K2-120 b,K2-120,CONFIRMED,9.56274200,0.078000,2.010,35.10,,,4349.90,0.67,0.69,,,,13.648
V1298 Tau b,V1298 Tau,CONFIRMED,24.13960000,0.168800,10.270,35.00,677,6.4200000,,1.34,1.10,,,108.1990000,10.514
K2-24 c,K2-24,CONFIRMED,42.36301000,0.252700,9.800,34.20,,6.4980000,5717.00,1.51,1.20,,4.16,170.5620000,11.648
K2-136 b,K2-136,CONFIRMED,7.97520000,0.070700,1.014,33.50,610,2.6700000,4500.00,0.68,0.74,-0.020,4.68,59.2474000,10.771
V1298 Tau b,V1298 Tau,CONFIRMED,24.13861000,0.168700,10.220,33.20,668,6.4200000,4970.00,1.31,1.10,,4.25,108.1990000,10.514
K2-32 c,K2-32,CONFIRMED,20.66020000,0.141200,3.320,33.00,,4.5100000,5428.00,0.92,0.88,,4.45,157.6820000,12.005
K2-80 b,K2-80,CONFIRMED,19.09180000,0.135000,2.010,32.50,,4.4600000,5441.00,0.87,0.90,,4.52,200.8020000,12.388
K2-266 c,K2-266,CONFIRMED,7.81400000,0.067900,0.705,32.40,664,2.2560000,4285.00,0.70,0.69,-0.120,4.58,77.5586000,11.386
EPIC 211945201 b,EPIC 211945201,CONFIRMED,19.49214730,,5.507,31.91,662,3.5680000,6128.00,1.36,,,4.23,181.6900000,10.115
K2-136 c,K2-136,CONFIRMED,17.30706310,,3.728,31.26,658,3.6460000,4230.60,0.77,,,4.48,59.2474000,10.771
K2-28 b,K2-28,CONFIRMED,2.26043500,0.020000,2.300,30.10,,,3292.75,0.28,0.20,,,62.9969000,14.854
