# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 19:37:55 2024
#
# User preference: *
#
# CONSTRAINT:  order by ttv_flag asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disposition:    Archive Disposition
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_dens,ra,dec,sy_dist,sy_vmag
EPIC 201683540.01,CANDIDATE,1,0,1.96133691,15.866,,,,533.38,1226,,2459526.447465,0,1.6323670,4427.00,1.07,,,,4.22,,169.2148600,3.3638919,592.2040000,15.3550000
EPIC 201683540.01,CANDIDATE,1,0,1.96114690,5.930,,,,,,,2456812.176000,0,1.3300000,4166.00,0.64,,,,,,169.2148600,3.3638919,592.2040000,15.3550000
EPIC 201702477.01,CANDIDATE,1,0,40.73020000,7.800,,,,,,,2456811.569100,0,2.6496000,5840.00,0.98,,,,4.44,,175.2407614,3.6815406,835.7160000,14.6470000
EPIC 201702477.01,CANDIDATE,1,0,40.73620000,7.280,,,,,529,,2456811.545500,0,,5618.00,0.85,,-0.260,,,,175.2407614,3.6815406,835.7160000,14.6470000
EPIC 201705526.01,CANDIDATE,1,0,18.10220826,,,,,,,,2456831.496598,0,4.5210000,6141.10,2.05,1.16,-0.089,0.730,3.88,0.1911,172.3857482,3.7319788,235.6790000,9.9000000
EPIC 201717159.01,CANDIDATE,1,0,0.60408352,2.260,,,,,,,2456810.836000,0,0.9700000,4331.00,0.67,,,,,,178.4363057,3.9322038,370.6960000,16.7360000
EPIC 201717274.01,CANDIDATE,1,0,3.52690240,2.980,,,,,,,2456813.441000,0,1.5700000,4332.00,0.67,,,,,,173.8276491,3.9340165,124.8720000,16.6300000
EPIC 201717274.01,CANDIDATE,1,0,3.52725000,1.210,,,,,,,2456813.440500,0,1.6800000,,0.26,,,,,,173.8276491,3.9340165,124.8720000,16.6300000
EPIC 201717274.01,CANDIDATE,1,0,3.52674000,1.320,,,,,,88.320,2456809.915000,0,,3413.00,0.35,0.34,,-1.822,4.87,10.9342,173.8276491,3.9340165,124.8720000,16.6300000
EPIC 201717274.01,CANDIDATE,1,0,3.52743000,1.110,,,,,,,2456809.908600,0,1.3296000,3624.00,0.26,,,,5.01,,173.8276491,3.9340165,124.8720000,16.6300000
EPIC 201720401.01,CANDIDATE,1,0,6340.00000000,12.800,,,,,,,2456816.314000,0,,4800.00,0.88,,,,,,179.1664861,3.9864368,2864.2100000,14.8640000
EPIC 201729655.01,CANDIDATE,1,0,9.32169100,17.325,,,,,,,2457914.019989,0,3.6000000,5089.00,0.68,0.79,-0.255,,4.71,,166.2565337,4.1450789,,20.5561000
EPIC 201732557.01,CANDIDATE,1,0,6.66200000,1.590,,,,,,,2456814.081900,0,3.0720000,,0.48,,,,,,168.9116543,4.1931655,242.5730000,16.1530000
EPIC 201754305 d,CONFIRMED,1,3,2.71578000,1.030,,,,,,,2456850.496300,0,,,,0.67,,,,,175.0972238,4.5574311,334.9670000,14.6680000
EPIC 201757695.02,CONFIRMED,1,1,2.04780000,0.908,,,0.000000,,,89.276,2456811.637000,0,,4520.00,0.66,0.73,-0.003,-0.364,4.66,,173.9385102,4.6164303,,14.9740000
EPIC 201775904.01,CANDIDATE,1,0,,35.000,,,,,,,2456835.542050,0,4.8072000,,1.27,,,,,,168.0081427,4.9320303,302.7430000,11.8500000
EPIC 201779067.01,FALSE POSITIVE,1,0,27.24273000,31.730,,,,,707,,2456820.260100,0,,6166.00,0.92,,-0.540,,,,168.5427766,4.9881156,499.5830000,11.5050000
EPIC 201779067.01,FALSE POSITIVE,1,0,27.27048734,,,,,,,,2456820.230977,0,6.7480000,5990.87,2.56,1.10,-0.552,0.882,3.66,0.0920,168.5427766,4.9881156,499.5830000,11.5050000
EPIC 201779067.01,FALSE POSITIVE,1,0,27.24291200,18.800,,,,,,,2456820.260000,0,6.5600000,5547.00,0.90,,,,,,168.5427766,4.9881156,499.5830000,11.5050000
EPIC 201779067.01,FALSE POSITIVE,1,0,27.24280800,93.000,,,,,,,2456820.259980,0,6.5664000,,2.54,,,,,,168.5427766,4.9881156,499.5830000,11.5050000
EPIC 201785059.01,CANDIDATE,1,0,1.39533600,0.760,,,,,,,2456811.594700,0,1.2312000,,0.28,,,,,,170.6976906,5.0951726,87.9605000,15.5500000
EPIC 201785059.01,CANDIDATE,1,0,1.39515130,0.879,,,,,,,2456811.598000,0,1.1500000,3390.00,0.32,,,,,,170.6976906,5.0951726,87.9605000,15.5500000
EPIC 201785059.01,CANDIDATE,1,0,1.39533316,,,,,,,,2456814.384286,0,1.1800000,3433.00,0.42,0.42,,-1.647,4.80,7.7139,170.6976906,5.0951726,87.9605000,15.5500000
EPIC 201793642.01,CANDIDATE,1,0,15.37910000,1.890,,,,,,,2456817.085400,0,2.2800000,,0.34,,,,,,174.0316480,5.2521219,232.3540000,16.6800000
EPIC 201828749.01,CANDIDATE,1,0,33.51160000,2.890,,,,,,,2456813.152000,0,5.3520000,,0.88,,,,,,175.6541539,5.8942286,212.2920000,11.6800000
EPIC 201828749.01,CANDIDATE,1,0,33.51539900,2.030,,,,,,,2456813.152000,0,4.8100000,4222.00,0.65,,,,,,175.6541539,5.8942286,212.2920000,11.6800000
EPIC 201828749.01,CANDIDATE,1,0,33.51360700,2.473,,,,,,89.274,2456813.154380,0,,5628.00,0.86,,-0.180,,4.57,,175.6541539,5.8942286,212.2920000,11.6800000
EPIC 201828749.01,CANDIDATE,1,0,33.51070000,2.140,,,,,,,2456813.158200,0,5.2896000,5683.00,0.90,,,,4.50,,175.6541539,5.8942286,212.2920000,11.6800000
EPIC 201828749.01,CANDIDATE,1,0,33.51569000,3.830,,,,,613,,2456813.150400,0,,5552.00,0.71,,-0.690,,,,175.6541539,5.8942286,212.2920000,11.6800000
EPIC 201833600 c,CONFIRMED,1,2,3.96165000,1.480,,,,,,,2456813.038700,0,2.1600000,,0.63,,,,,,169.4836540,5.9882890,257.4430000,14.7050000
EPIC 201833600 c,CONFIRMED,1,2,3.96151000,1.000,,,,,,,2456852.655200,0,,,,0.61,,,,,169.4836540,5.9882890,257.4430000,14.7050000
EPIC 201837434.01,CANDIDATE,1,0,6.97251000,2.010,,,,,,,2456814.355400,0,2.8080000,,0.63,,,,,,168.5709572,6.0608498,239.5060000,14.3310000
EPIC 201841433 b,CONFIRMED,1,1,4.16959000,1.100,,,,,,,2456853.330000,0,,,,0.80,,,,,175.2067520,6.1348146,436.4880000,14.9830000
EPIC 201841433 b,CONFIRMED,1,1,4.16980000,1.040,,,,,,89.001,2456811.635900,0,,5053.00,0.63,0.80,0.000,,4.59,,175.2067520,6.1348146,436.4880000,14.9830000
EPIC 201841433 b,CONFIRMED,1,1,4.16888000,1.410,,,,,,,2456811.633800,0,2.4000000,,0.63,,,,,,175.2067520,6.1348146,436.4880000,14.9830000
EPIC 201841433.01,CANDIDATE,1,1,12.33913300,2.590,,,,,,,2456819.824000,0,2.8400000,4751.00,0.73,,,,,,175.2067520,6.1348146,436.4880000,14.9830000
EPIC 201841433.01,CANDIDATE,1,1,12.33890000,2.110,,,,,,,2456819.834400,0,2.7600000,,0.63,,,,,,175.2067520,6.1348146,436.4880000,14.9830000
EPIC 201846824.01,CANDIDATE,1,0,2.89465000,1.750,,,,,,,2456810.616700,0,1.4400000,,0.70,,,,,,176.8902497,6.2407166,270.1090000,15.2400000
EPIC 201856786.01,CANDIDATE,1,0,3.83794000,1.510,,,,,,,2456812.658100,0,2.1120000,,0.81,,,,,,177.9879350,6.4404496,155.4257000,14.1800000
EPIC 201856786.02,CANDIDATE,1,0,5.24086000,1.460,,,,,,,2456810.742400,0,2.5680000,,0.81,,,,,,177.9879350,6.4404496,155.4257000,14.1800000
EPIC 201892470.01,CANDIDATE,1,0,2790.00000000,12.200,,,,,,,2456889.110000,0,,5100.00,0.93,,,,,,170.9969231,7.1649482,409.5020000,11.5680000
EPIC 201896171.01,CANDIDATE,1,0,8.91058000,2.800,,,,,,,2456819.042800,0,2.8800000,,1.03,,,,,,176.6671476,7.2433545,489.3180000,13.4250000
EPIC 201920032.01,CANDIDATE,1,0,28.26710000,2.940,,,,,,,2456833.211100,0,4.2240000,,1.03,,,,,,174.1067018,7.7529977,399.9760000,13.1710000
EPIC 201920032.01,CANDIDATE,1,0,28.27170000,,,,,,,89.300,2456833.205800,0,4.1040000,5564.00,1.03,0.98,-0.010,-0.042,4.41,1.2795,174.1067018,7.7529977,399.9760000,13.1710000
EPIC 201920032.01,CANDIDATE,1,0,28.27176100,2.710,,,,,,89.305,2456833.201400,0,,5548.00,0.93,,0.130,,4.42,,174.1067018,7.7529977,399.9760000,13.1710000
EPIC 201920032.01,CANDIDATE,1,0,28.26920000,3.350,,,,,,,2456833.204100,0,4.2504000,5631.00,1.29,,,,4.20,,174.1067018,7.7529977,399.9760000,13.1710000
EPIC 201920032.01,CANDIDATE,1,0,28.27064200,2.790,,,,,,,2456833.202000,0,4.3000000,5545.00,0.90,,,,,,174.1067018,7.7529977,399.9760000,13.1710000
EPIC 201920032.02,CANDIDATE,1,0,4.73172000,1.700,,,,,,,2456811.337400,0,1.2000000,,1.03,,,,,,174.1067018,7.7529977,399.9760000,13.1710000
EPIC 201923289.01,CANDIDATE,1,0,0.78214992,1.290,,,,,,,2456810.377000,0,1.3100000,5144.00,0.79,,,,,,174.9206066,7.8258194,442.9910000,13.8090000
EPIC 201923289.01,CANDIDATE,1,0,0.78202200,1.580,,,,,,,2456810.385800,0,1.4160000,,0.94,,,,,,174.9206066,7.8258194,442.9910000,13.8090000
EPIC 201925324.01,CANDIDATE,1,0,15.47690000,2.890,,,,,,,2456819.258800,0,3.5280000,,0.66,,,,,,171.3995685,7.8719192,357.0070000,15.2170000
EPIC 201927336.01,CANDIDATE,1,0,6.44986480,2.630,,,,,,,2456811.942000,0,1.6300000,5395.00,0.85,,,,,,170.9338271,7.9170687,365.7880000,13.3020000
EPIC 201927336.01,CANDIDATE,1,0,6.45027000,2.290,,,,,,,2456811.939200,0,1.6320000,,0.89,,,,,,170.9338271,7.9170687,365.7880000,13.3020000
EPIC 201928106.01,FALSE POSITIVE,1,0,1.19478000,1.650,,,,,,,2456808.970000,0,7.1040000,3671.00,0.23,,,,5.05,,170.8931433,7.9346019,303.4040000,18.1900000
EPIC 201929294.01,FALSE POSITIVE,1,0,,,,,,,,,,0,,4786.00,0.70,,-0.160,,,,174.6569397,7.9595633,2140.2500000,13.3600000
EPIC 202059377.01,FALSE POSITIVE,1,0,1.57753000,26.000,,,,,,,2456767.845700,0,0.0000000,7747.00,1.93,,,,4.08,,99.1842750,21.6515670,273.7960000,8.7180000
EPIC 202059377.01,FALSE POSITIVE,1,0,1.57718320,33.400,,,,,,,2456772.583000,0,3.9600000,8210.00,1.94,,,,,,99.1842750,21.6515670,273.7960000,8.7180000
EPIC 202060800.01,CANDIDATE,1,0,3.26203800,,,,,,,,2456773.678730,0,2.2536000,10318.00,5.27,,,,,,92.5910909,23.7941563,2085.7200000,11.5280000
EPIC 202062450.01,CANDIDATE,1,0,4.46540000,45.000,,,,,,,2456775.982000,0,7.4880000,,2.30,,,,,,95.8635012,14.5471107,917.5540000,11.4765000
EPIC 202064253.01,CANDIDATE,1,0,21.14057400,31.500,,,,,,,2456777.994000,0,4.6300000,6205.00,1.29,,,,,,91.5042033,22.8917650,1800.0200000,12.3250000
EPIC 202065819.01,CANDIDATE,1,0,5.74372000,,,,,,,,2456776.250530,0,4.2048000,,,,,,,,94.5353560,24.8339752,6091.7700000,12.4280000
EPIC 202066192.01,CANDIDATE,1,0,3.29238180,19.600,,,,,,,2456774.826000,0,1.7600000,7824.00,1.87,,,,,,95.2474442,26.1253891,4958.4800000,14.8560000
EPIC 202066537.01,CANDIDATE,1,0,6.90487000,53.000,,,,,,,2456768.191900,0,3.5088000,6599.00,1.45,,,,4.24,,104.2662530,18.6268200,2183.1700000,14.5730000
EPIC 202066537.01,CANDIDATE,1,0,6.90552110,33.600,,,,,,,2456775.097000,0,3.6500000,6722.00,1.89,,,,,,104.2662530,18.6268200,2183.1700000,14.5730000
EPIC 202066537.01,CANDIDATE,1,0,6.90505300,,,,,,,,2456775.097230,0,3.8736000,,,,,,,,104.2662530,18.6268200,2183.1700000,14.5730000
EPIC 202066811.01,CANDIDATE,1,0,1.69637400,35.300,,,,,,,2456773.588910,0,3.7296000,,1.79,,,,,,103.3613273,16.8331077,2257.7400000,14.4490000
EPIC 202071289.01,CANDIDATE,1,0,3.04593830,19.000,,,,,,,2456774.358000,0,2.2100000,5529.00,0.89,,,,,,95.1830838,24.9042603,264.5670000,11.5480000
EPIC 202071289.01,CANDIDATE,1,0,3.04622000,29.000,,,,,,,2456768.262800,0,2.5488000,5529.00,0.89,,,,4.50,,95.1830838,24.9042603,264.5670000,11.5480000
EPIC 202071289.01,CANDIDATE,1,0,3.04613600,76.000,,,,,,,2456774.355650,0,2.5200000,,1.70,,,,,,95.1830838,24.9042603,264.5670000,11.5480000
EPIC 202071401.01,CANDIDATE,1,0,3.23670000,1.580,,,,,,,2456769.001900,0,1.2192000,4863.00,0.74,,,,4.60,,100.3787709,20.9218836,127.1880000,12.7190000
EPIC 202071401.01,CANDIDATE,1,0,3.23792000,,,,,,,,2456772.229800,0,1.4448000,4500.00,0.64,0.71,,-0.821,4.68,3.8082,100.3787709,20.9218836,127.1880000,12.7190000
EPIC 202071401.01,CANDIDATE,1,0,3.23854200,1.670,,,,,,,2456772.226000,0,1.2700000,4446.00,0.69,,,,,,100.3787709,20.9218836,127.1880000,12.7190000
EPIC 202071635.01,CANDIDATE,1,0,6.27190920,60.000,,,,,,,2456775.430000,0,5.3200000,7254.00,1.81,,,,,,93.5717918,18.6270161,2668.1400000,10.3470000
EPIC 202071645.01,FALSE POSITIVE,1,0,23.77820000,98.000,,,,,,,2456802.746200,0,5.0712000,7498.00,2.09,,,,4.03,,97.7746683,17.7011893,401.2920000,10.4110000
EPIC 202071725.01,CANDIDATE,1,0,1.42636000,6.660,,,,,,,2456773.344800,0,2.3280000,,4.28,,,,,,96.3520410,24.6658505,1062.6700000,10.5090000
EPIC 202072596.01,CANDIDATE,1,0,3.97928700,37.500,,,,,,,2456772.894000,0,4.8200000,7430.00,1.84,,,,,,99.5107441,20.9392785,713.0750000,11.3720000
EPIC 202072965.01,CANDIDATE,1,0,2.14175190,86.200,,,,,,,2456772.766000,0,6.9300000,6492.00,1.59,,,,,,96.5994993,27.9455981,471.4590000,10.3110000
EPIC 202084970.01,CANDIDATE,1,0,2.86136000,,,,,,,,2456774.890900,0,2.1600000,3697.00,0.50,0.50,,-1.374,4.74,5.5884,104.3493021,19.5069285,161.4440000,15.5970000
EPIC 202085553.01,CANDIDATE,1,0,3.10622000,,,,,,,,2456772.444500,0,2.7120000,3636.00,0.50,0.50,,-1.403,4.74,5.5919,100.4046210,24.2066400,182.3190000,16.0700000
EPIC 202085597.01,CANDIDATE,1,0,1.81455300,,,,,,,,2456773.017210,0,3.4368000,4618.00,10.06,,,,,,99.5551497,18.2284424,3901.1000000,15.6970000
EPIC 202085698.01,CANDIDATE,1,0,17.15410000,,,,,,,,2456778.884900,0,8.4720000,4930.00,16.13,,,,,,93.8869534,27.4102179,6475.2700000,15.6190000
EPIC 202085934.01,CANDIDATE,1,0,12.15070000,1.480,,,,,,,2456779.544500,0,3.8400000,,0.83,,,,,,104.3167135,20.1241138,138.8590000,11.2800000
EPIC 202086291.01,CANDIDATE,1,0,2.43437340,61.400,,,,,,,2456774.131000,0,7.4400000,5568.00,0.90,,,,,,94.4496805,25.6025195,701.1560000,12.2480000
EPIC 202086968.01,CANDIDATE,1,0,1.84908760,17.300,,,,,,,2456772.183000,0,3.1200000,5693.00,0.96,,,,,,97.0056091,16.3888806,502.4070000,12.3760000
EPIC 202088212.01,CANDIDATE,1,0,2.62072400,11.700,,,,,,,2456772.299000,0,2.4600000,6013.00,1.14,,,,,,95.6412795,14.7417216,419.2860000,11.5120000
EPIC 202088212.01,CANDIDATE,1,0,2.62077000,58.000,,,,,,,2456769.677920,0,2.1120000,6302.00,1.40,,,,4.23,,95.6412795,14.7417216,419.2860000,11.5120000
EPIC 202088212.01,CANDIDATE,1,0,2.62079900,37.000,,,,,,,2456772.298730,0,2.6184000,,1.73,,,,,,95.6412795,14.7417216,419.2860000,11.5120000
EPIC 202089657.01,CANDIDATE,1,0,1.31443700,3.100,,,,,,84.965,2456772.775820,0,,6009.00,1.47,,-0.120,,4.09,,91.4535759,23.4845208,391.4280000,11.7060000
EPIC 202089657.01,CANDIDATE,1,0,1.31440140,2.780,,,,,,,2456772.776000,0,1.6900000,6137.00,1.23,,,,,,91.4535759,23.4845208,391.4280000,11.7060000
EPIC 202090152.01,CANDIDATE,1,0,4.80452440,3.620,,,,,,,2456773.449000,0,2.3300000,6187.00,1.28,,,,,,101.0791483,28.1135803,704.5500000,11.7820000
EPIC 202090723.01,CANDIDATE,1,0,6.14818000,,,,,,,,2456777.670060,0,3.8856000,6591.31,2.29,,-0.039,,,,90.2285333,23.9387495,367.2900000,11.5540000
EPIC 202090737.01,CANDIDATE,1,0,1.49761000,,,,,,,,2456772.382600,0,2.7120000,,,,,,,,99.9899769,17.1809487,287.8020000,11.8570000
EPIC 202091388.01,CANDIDATE,1,0,6.47965600,3.332,,,,,,88.133,2456773.383190,0,,5586.00,0.92,,0.150,,4.50,,91.3638053,21.2560107,433.5120000,13.4920000
EPIC 202091388.01,CANDIDATE,1,0,6.48041110,3.390,,,,,,,2456773.382000,0,2.9400000,5537.00,0.89,,,,,,91.3638053,21.2560107,433.5120000,13.4920000
EPIC 202091388.01,CANDIDATE,1,0,6.48167000,3.460,,,,,,,2456773.377900,0,2.8080000,,0.92,,,,,,91.3638053,21.2560107,433.5120000,13.4920000
EPIC 202092480.01,CANDIDATE,1,0,2.84453310,65.300,,,,,,,2456772.339000,0,5.6900000,6045.00,1.16,,,,,,103.0523211,25.3390548,304.1790000,10.6050000
EPIC 202092559.01,CANDIDATE,1,0,0.66870000,2.220,,,,,,,2456772.233900,0,2.1600000,,1.94,,,,,,104.4368858,24.2657613,236.8320000,9.9900000
EPIC 202092782.01,CANDIDATE,1,0,13.34610000,42.000,,,,,,,2456779.487470,0,2.6568000,,2.58,,,,,,92.6124668,16.8651970,724.2500000,11.3610000
EPIC 202093020.01,CANDIDATE,1,0,4.13760470,7.330,,,,,,,2456774.311000,0,1.7500000,4581.00,0.70,,,,,,98.2743565,16.8702315,680.9730000,14.7510000
EPIC 202093020.01,CANDIDATE,1,0,4.13737000,24.500,,,,,,,2456774.311490,0,2.2368000,,1.03,,,,,,98.2743565,16.8702315,680.9730000,14.7510000
EPIC 202093968.01,CANDIDATE,1,0,2.46985100,6.600,,,,,,,2456774.548120,0,2.6592000,,1.48,,,,,,96.1610663,21.1257415,252.6583000,10.1580000
EPIC 202094740.01,CANDIDATE,1,0,0.68964700,6.580,,,,,,78.000,2456775.197530,0,,6481.00,1.08,,0.000,,4.00,,100.4631493,27.0971763,459.0140000,11.5340000
EPIC 202094740.01,CANDIDATE,1,0,0.69045800,,,,,,,,2456772.404410,0,5.8896000,6912.12,1.51,,0.086,,,,100.4631493,27.0971763,459.0140000,11.5340000
EPIC 202126847.01,CANDIDATE,1,0,4.16879220,16.100,,,,,,,2456774.070000,0,6.6100000,6005.00,1.14,,,,,,102.2013162,17.1618942,337.8910000,12.3690000
EPIC 202126853.01,CANDIDATE,1,0,21.17051000,81.000,,,,,,,2456780.927310,0,5.0040000,,2.54,,,,,,104.7032827,19.1929542,764.1950000,11.9520000
EPIC 202126884.01,CANDIDATE,1,0,5.31907500,20.000,,,,,,,2456773.951460,0,6.7560000,,2.28,,,,,,96.6791950,25.2050015,835.9070000,12.3340000
EPIC 202126884.01,CANDIDATE,1,0,5.31937554,19.668,,,,1968.90,1699,,2459550.580295,0,6.6913995,6350.00,2.37,,,,3.79,,96.6791950,25.2050015,835.9070000,12.3340000
EPIC 202126887.01,FALSE POSITIVE,1,0,12.86772000,71.000,,,,,,,2456777.239450,0,3.0808800,6861.00,1.79,,,,4.11,,99.3805518,26.7864507,760.3240000,13.1200000
EPIC 202126887.01,FALSE POSITIVE,1,0,12.86641200,61.000,,,,,,,2456777.240740,0,3.1200000,,1.64,,,,,,99.3805518,26.7864507,760.3240000,13.1200000
EPIC 202126887.01,FALSE POSITIVE,1,0,12.86653900,22.300,,,,,,,2456777.241000,0,3.0200000,6066.00,1.18,,,,,,99.3805518,26.7864507,760.3240000,13.1200000
EPIC 202126888.01,FALSE POSITIVE,1,0,1.84612220,19.500,,,,,,,2456773.477000,0,2.9900000,7536.00,1.82,,,,,,98.0475190,27.2197459,1120.2100000,13.6010000
EPIC 202126888.01,FALSE POSITIVE,1,0,1.84617000,2.140,,,,,,,2456767.937600,0,3.0000000,3252.00,0.21,,,,5.08,,98.0475190,27.2197459,1120.2100000,13.6010000
EPIC 202137637.01,CANDIDATE,1,0,6.62230000,,,,,,,,2456777.441700,0,1.2240000,5000.00,5.55,,,,,,92.1512224,23.7924451,3649.9000000,15.7240000
EPIC 202139294.01,CANDIDATE,1,0,0.52171360,452.000,,,,,,,2456772.253280,0,4.0152000,,11.27,,,,,,92.5914383,27.4454618,1383.3200000,11.7600000
EPIC 202565282.01,CANDIDATE,1,0,11.97581800,8.430,,,,,,,2456900.746000,0,6.8400000,3320.00,0.28,,,,,,247.4260725,-29.2017505,1565.8400000,16.3980000
EPIC 202565282.01,CANDIDATE,1,0,11.97495000,256.000,,,,,,,2456900.749710,0,6.7860000,5200.00,3.40,,,,3.32,,247.4260725,-29.2017505,1565.8400000,16.3980000
EPIC 202600948.01,CANDIDATE,1,0,5.98950000,2.040,,,,,,,2456899.219900,0,1.8480000,,1.03,,,,,,247.9793338,-29.0642073,144.1920000,10.4350000
EPIC 202634963.01,CANDIDATE,1,0,28.70762300,21.200,,,,,,,2456920.110000,0,3.6100000,5838.00,1.03,,,,,,242.8978737,-28.9346559,603.8580000,12.3620000
EPIC 202675839.01,CANDIDATE,1,0,15.46569100,4.130,,,,,,,2456898.850000,0,3.0800000,4989.00,0.76,,,,,,243.8422245,-28.7802178,427.2050000,12.6630000
EPIC 202675839.01,CANDIDATE,1,0,15.47150000,9.200,,,,,,,2456898.834700,0,3.6288000,5791.00,1.89,,,,4.00,,243.8422245,-28.7802178,427.2050000,12.6630000
EPIC 202675839.01,CANDIDATE,1,0,15.46667400,16.121,,,,,,85.475,2456898.848500,0,,5807.00,1.23,,0.450,,4.25,,243.8422245,-28.7802178,427.2050000,12.6630000
EPIC 202688980.01,CANDIDATE,1,0,1.45566370,,,,,,,,2456896.637017,0,2.5120000,6520.00,1.84,1.34,,0.743,4.03,0.3015,244.2208049,-28.7303903,462.9500000,12.0740000
EPIC 202688980.01,CANDIDATE,1,0,1.45556515,71.000,,,,,,,2456895.183450,0,2.5488000,,2.04,,,,,,244.2208049,-28.7303903,462.9500000,12.0740000
EPIC 202710713.01,CANDIDATE,1,0,3.32623960,1.160,,,,,,,2456895.376000,0,5.8100000,3404.00,0.33,,,,,,244.0668921,-28.6491427,4791.6800000,13.0930000
EPIC 202710713.01,CANDIDATE,1,0,3.32592848,,,,,,,,2456898.702898,0,4.6550000,4017.00,60.69,,,,,,244.0668921,-28.6491427,4791.6800000,13.0930000
EPIC 202710713.01,CANDIDATE,1,0,3.32550000,1080.000,,,,,,,2456895.380300,0,7.1040000,,85.00,,,,,,244.0668921,-28.6491427,4791.6800000,13.0930000
EPIC 202774883.01,CANDIDATE,1,0,13.14260000,200.000,,,,,,,2456906.599700,0,5.7120000,,13.90,,,,,,249.1644576,-28.4111595,3363.8100000,16.5450000
EPIC 202821899.01,CANDIDATE,1,0,4.47471000,22.000,,,,,,,2456895.686740,0,3.0336000,,2.49,,,,,,249.1600007,-28.2390752,696.1240000,13.1800000
EPIC 202821899.01,CANDIDATE,1,0,4.47451300,8.169,,,,,,87.804,2456895.688040,0,,6081.00,2.22,,0.460,,3.88,,249.1600007,-28.2390752,696.1240000,13.1800000
EPIC 202821899.01,CANDIDATE,1,0,4.47434650,3.060,,,,,,,2456895.689000,0,2.0000000,5248.00,0.81,,,,,,249.1600007,-28.2390752,696.1240000,13.1800000
EPIC 202843107.01,CANDIDATE,1,0,2.19890410,46.600,,,,,,,2456896.495000,0,6.8300000,4938.00,0.75,,,,,,245.5479136,-28.1619428,,12.3860000
EPIC 202893157.01,CANDIDATE,1,0,4.16572920,1.860,,,,,,,2456894.444000,0,2.4700000,3442.00,0.36,,,,,,246.5591625,-27.9830801,9319.5100000,15.4010000
EPIC 202963882.01,FALSE POSITIVE,1,0,0.63080000,,,,,,,,2456893.233300,0,,,,,,,,,243.3287332,-27.7340570,,15.4690000
EPIC 202971774.01,CANDIDATE,1,0,0.23586840,6.100,,,,,,,2456894.530270,0,0.7416000,,1.79,,,,,,245.3768295,-27.7061138,349.3650000,13.3340000
EPIC 203042994.01,CANDIDATE,1,0,12.99109000,43.000,,,,,,,2456898.917900,0,1.6560000,,4.50,,,,,,244.6100128,-27.4570498,,16.2570000
EPIC 203070421.01,CANDIDATE,1,0,1.73594470,1.890,,,,,,,2456895.707000,0,2.8200000,5354.00,0.84,,,,,,250.4531166,-27.3610213,880.6590000,12.7790000
EPIC 203099398.01,CANDIDATE,1,0,1.83916000,0.620,,,,,,,2456896.011200,0,1.5072000,,0.48,,,,,,243.8127455,-27.2622661,35.4342000,11.1890000
EPIC 203099398.01,CANDIDATE,1,0,1.83893490,0.837,,,,,,,2456896.018000,0,1.4300000,3930.00,0.58,,,,,,243.8127455,-27.2622661,35.4342000,11.1890000
EPIC 203139512.01,CANDIDATE,1,0,2.03266400,1.920,,,,,,,2456895.433300,0,1.4088000,,0.54,,,,,,247.1360171,-27.1235298,111.9410000,15.4590000
EPIC 203139512.02,CANDIDATE,1,0,6.11706000,1.760,,,,,,,2456895.007400,0,2.0640000,,0.54,,,,,,247.1360171,-27.1235298,111.9410000,15.4590000
EPIC 203294831.01,CANDIDATE,1,0,1.85901700,64.000,,,,,,,2456893.665740,0,3.2140800,6842.00,2.03,,,,4.01,,239.8792061,-26.6043660,601.4320000,11.8280000
EPIC 203294831.01,CANDIDATE,1,0,1.85872487,,,,,,,,2456897.387822,0,3.2130000,6015.00,2.02,1.11,,0.682,3.87,0.1902,239.8792061,-26.6043660,601.4320000,11.8280000
